[2025-01-19T18:17:13.359Z] debug: 	Importing configs...
[2025-01-19T18:23:39.624Z] debug: 	Move item: 678d42487030772e48031ddb from slotid: hideout to container: SpecialSlot1
[2025-01-19T18:23:39.624Z] debug: 	event: Move
[2025-01-19T18:23:39.624Z] debug: 	Move item: 678d42487030772e48031ddb from slotid: SpecialSlot1 to container: hideout
[2025-01-19T18:23:39.624Z] debug: 	event: Move
[2025-01-19T18:23:39.624Z] debug: 	Move item: 678d42487030772e48031915 from slotid: hideout to container: FaceCover
[2025-01-19T18:23:39.624Z] debug: 	event: Move
[2025-01-19T18:23:39.624Z] debug: 	Move item: 678d42487030772e48031915 from slotid: FaceCover to container: hideout
[2025-01-19T18:23:39.624Z] debug: 	event: Move
[2025-01-19T18:23:39.624Z] debug: 	Move item: 678d42487030772e48031d1d from slotid: hideout to container: ArmorVest
[2025-01-19T18:23:39.624Z] debug: 	event: Move
[2025-01-19T18:23:39.624Z] debug: 	Move item: 678d42487030772e48031d1d from slotid: ArmorVest to container: hideout
[2025-01-19T18:23:39.624Z] debug: 	event: Move
[2025-01-19T18:23:39.624Z] debug: 	Move item: 678d42487030772e48031a3f from slotid: hideout to container: Headwear
[2025-01-19T18:23:39.625Z] debug: 	event: Move
[2025-01-19T18:23:39.625Z] debug: 	Move item: 678d42487030772e48031a43 from slotid: hideout to container: ArmorVest
[2025-01-19T18:23:39.625Z] debug: 	event: Move
[2025-01-19T18:23:39.625Z] debug: 	Move item: 678d42487030772e480319a6 from slotid: mod_magazine to container: hideout
[2025-01-19T18:23:39.625Z] debug: 	event: Move
[2025-01-19T18:23:39.625Z] debug: 	Move item: 678d42487030772e480319a3 from slotid: hideout to container: FirstPrimaryWeapon
[2025-01-19T18:23:44.311Z] debug: 	Saved 1 profiles, took: 12.53ms
[2025-01-19T18:23:55.299Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T18:23:55.301Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T18:24:04.330Z] debug: 	Saved 1 profiles, took: 13.39ms
[2025-01-19T18:24:24.346Z] debug: 	Saved 1 profiles, took: 13.41ms
[2025-01-19T18:24:30.571Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T18:24:35.487Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\items\moving
[2025-01-19T18:24:35.487Z] debug: 	event: Move
[2025-01-19T18:24:35.487Z] debug: 	Move item: 678d42487030772e48031a56 from slotid: hideout to container: hideout
[2025-01-19T18:24:35.488Z] debug: 	event: Move
[2025-01-19T18:24:35.488Z] debug: 	Move item: 678d42487030772e480319a6 from slotid: hideout to container: hideout
[2025-01-19T18:24:35.488Z] debug: 	event: Move
[2025-01-19T18:24:35.488Z] debug: 	Move item: 678d42481f6da4c584000001 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.488Z] debug: 	event: Move
[2025-01-19T18:24:35.488Z] debug: 	Move item: 678d42481f6da4c584000002 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.488Z] debug: 	event: Remove
[2025-01-19T18:24:35.488Z] debug: 	event: Transfer
[2025-01-19T18:24:35.489Z] debug: 	event: Move
[2025-01-19T18:24:35.489Z] debug: 	Move item: 678d42481f6da4c584000003 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.489Z] debug: 	event: Transfer
[2025-01-19T18:24:35.489Z] debug: 	event: Move
[2025-01-19T18:24:35.489Z] debug: 	Move item: 678d42481f6da4c584000004 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.489Z] debug: 	event: Remove
[2025-01-19T18:24:35.489Z] debug: 	event: Move
[2025-01-19T18:24:35.489Z] debug: 	Move item: 678d42481f6da4c584000005 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.489Z] debug: 	event: Move
[2025-01-19T18:24:35.489Z] debug: 	Move item: 678d42481f6da4c584000006 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.489Z] debug: 	event: Remove
[2025-01-19T18:24:35.491Z] debug: 	event: Move
[2025-01-19T18:24:35.491Z] debug: 	Move item: 678d42481f6da4c58400000d from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.491Z] debug: 	event: Remove
[2025-01-19T18:24:35.491Z] debug: 	event: Merge
[2025-01-19T18:24:35.491Z] debug: 	event: Remove
[2025-01-19T18:24:35.491Z] debug: 	event: Merge
[2025-01-19T18:24:35.491Z] debug: 	event: Remove
[2025-01-19T18:24:35.491Z] debug: 	event: Move
[2025-01-19T18:24:35.491Z] debug: 	Move item: 678d42481f6da4c58400000a from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.491Z] debug: 	event: Remove
[2025-01-19T18:24:35.491Z] debug: 	event: Move
[2025-01-19T18:24:35.492Z] debug: 	Move item: 678d42481f6da4c584000011 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.492Z] debug: 	event: Remove
[2025-01-19T18:24:35.492Z] debug: 	event: Merge
[2025-01-19T18:24:35.492Z] debug: 	event: Remove
[2025-01-19T18:24:35.492Z] debug: 	event: Merge
[2025-01-19T18:24:35.492Z] debug: 	event: Remove
[2025-01-19T18:24:35.492Z] debug: 	event: Merge
[2025-01-19T18:24:35.492Z] debug: 	event: Remove
[2025-01-19T18:24:35.492Z] debug: 	event: Move
[2025-01-19T18:24:35.492Z] debug: 	Move item: 678d42481f6da4c584000007 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.492Z] debug: 	event: Move
[2025-01-19T18:24:35.492Z] debug: 	Move item: 678d42481f6da4c584000008 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.492Z] debug: 	event: Remove
[2025-01-19T18:24:35.492Z] debug: 	event: Move
[2025-01-19T18:24:35.492Z] debug: 	Move item: 678d42481f6da4c58400001b from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.493Z] debug: 	event: Remove
[2025-01-19T18:24:35.493Z] debug: 	event: Merge
[2025-01-19T18:24:35.493Z] debug: 	event: Remove
[2025-01-19T18:24:35.493Z] debug: 	event: Transfer
[2025-01-19T18:24:35.493Z] debug: 	event: Move
[2025-01-19T18:24:35.493Z] debug: 	Move item: 678d42481f6da4c584000019 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.493Z] debug: 	event: Remove
[2025-01-19T18:24:35.493Z] debug: 	event: Merge
[2025-01-19T18:24:35.493Z] debug: 	event: Remove
[2025-01-19T18:24:35.493Z] debug: 	event: Move
[2025-01-19T18:24:35.493Z] debug: 	Move item: 678d42481f6da4c584000017 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.493Z] debug: 	event: Remove
[2025-01-19T18:24:35.493Z] debug: 	event: Move
[2025-01-19T18:24:35.493Z] debug: 	Move item: 678d42481f6da4c584000016 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.493Z] debug: 	event: Remove
[2025-01-19T18:24:35.493Z] debug: 	event: Move
[2025-01-19T18:24:35.494Z] debug: 	Move item: 678d42481f6da4c584000015 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.494Z] debug: 	event: Remove
[2025-01-19T18:24:35.494Z] debug: 	event: Move
[2025-01-19T18:24:35.494Z] debug: 	Move item: 678d42481f6da4c584000014 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.494Z] debug: 	event: Remove
[2025-01-19T18:24:35.494Z] debug: 	event: Move
[2025-01-19T18:24:35.494Z] debug: 	Move item: 678d42481f6da4c584000013 from slotid: cartridges to container: hideout
[2025-01-19T18:24:35.494Z] debug: 	event: Remove
[2025-01-19T18:24:44.383Z] debug: 	Saved 1 profiles, took: 12.31ms
[2025-01-19T18:24:55.304Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T18:24:55.306Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T18:25:04.418Z] debug: 	Saved 1 profiles, took: 11.69ms
[2025-01-19T18:25:24.610Z] debug: 	Saved 1 profiles, took: 11.93ms
[2025-01-19T18:25:24.765Z] info: 	[Запрос клиента] 26.92.57.200 \client\checkVersion
[2025-01-19T18:25:24.765Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\items\moving
[2025-01-19T18:25:24.766Z] debug: 	event: Move
[2025-01-19T18:25:24.766Z] debug: 	Move item: 678d42481f6da4c584000012 from slotid: cartridges to container: hideout
[2025-01-19T18:25:24.766Z] debug: 	event: Remove
[2025-01-19T18:25:24.766Z] debug: 	event: Merge
[2025-01-19T18:25:24.766Z] debug: 	event: Remove
[2025-01-19T18:25:24.766Z] debug: 	event: Split
[2025-01-19T18:25:24.767Z] debug: 	event: Move
[2025-01-19T18:25:24.767Z] debug: 	Move item: 678d42487030772e480319a6 from slotid: hideout to container: mod_magazine
[2025-01-19T18:25:33.951Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\settings\raid\menu
[2025-01-19T18:25:44.489Z] debug: 	Saved 1 profiles, took: 11.88ms
[2025-01-19T18:25:55.299Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T18:25:55.300Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T18:25:56.820Z] info: 	[Запрос клиента] 26.92.57.200 \client\insurance\items\list\cost
[2025-01-19T18:26:00.572Z] debug: 	[WS] Пингуем игрока: 678d420b00052b2c76b7d68c
[2025-01-19T18:26:02.456Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\profile\items\moving
[2025-01-19T18:26:02.456Z] debug: 	event: Insure
[2025-01-19T18:26:02.457Z] debug: 	Item(s) taken. Status OK.
[2025-01-19T18:26:02.458Z] debug: 	SoftInsertSlots: helmet_top
[2025-01-19T18:26:02.458Z] debug: 	SoftInsertSlots: helmet_back
[2025-01-19T18:26:02.458Z] debug: 	SoftInsertSlots: helmet_ears
[2025-01-19T18:26:02.458Z] debug: 	SoftInsertSlots: Soft_armor_front
[2025-01-19T18:26:02.458Z] debug: 	SoftInsertSlots: Soft_armor_back
[2025-01-19T18:26:02.458Z] debug: 	SoftInsertSlots: Soft_armor_left
[2025-01-19T18:26:02.458Z] debug: 	SoftInsertSlots: soft_armor_right
[2025-01-19T18:26:04.555Z] debug: 	Saved 1 profiles, took: 10.70ms
[2025-01-19T18:26:08.135Z] info: 	[Запрос клиента] 26.92.57.200 \client\raid\configuration
[2025-01-19T18:26:08.249Z] info: 	[Запрос клиента] 26.92.57.200 \client\match\group\exit_from_menu
[2025-01-19T18:26:24.554Z] debug: 	Saved 1 profiles, took: 12.77ms
[2025-01-19T18:26:34.014Z] info: 	[Запрос клиента] 26.92.57.200 \client\getMetricsConfig
[2025-01-19T18:26:34.125Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\settings\getRaidTime
[2025-01-19T18:26:34.157Z] info: 	[Запрос клиента] 26.92.57.200 \client\raid\configuration
[2025-01-19T18:26:34.208Z] info: 	[Запрос клиента] 26.92.57.200 \client\match\local\start
[2025-01-19T18:26:34.208Z] debug: 	Starting: Sandbox_high
[2025-01-19T18:26:34.253Z] debug: 	createStaticLootItem() No preset found for weapon: 6217726288ed9f0845317459
[2025-01-19T18:26:34.279Z] debug: 	createStaticLootItem() No preset found for weapon: 6217726288ed9f0845317459
[2025-01-19T18:26:34.292Z] debug: 	Added 224 guaranteed containers
[2025-01-19T18:26:34.292Z] debug: 	Container randomisation disabled, Adding 298 containers to Sandbox
[2025-01-19T18:26:34.296Z] debug: 	createStaticLootItem() No preset found for weapon: 6217726288ed9f0845317459
[2025-01-19T18:26:34.297Z] debug: 	Unable to pick a cartridge for caliber: Caliber68x51 as staticAmmoDist has no data. No fallback value provided
[2025-01-19T18:26:34.297Z] debug: 	Unable to fill item: 678d43da882bdb5cfb000324 mag_ar10_lancer_l7_awm_762x51_20 with cartrides as none were found.
[2025-01-19T18:26:34.311Z] debug: 	createStaticLootItem() No preset found for weapon: 620109578d82e67e7911abf2
[2025-01-19T18:26:34.339Z] succ: 	A total of 1837 static items spawned
[2025-01-19T18:26:34.478Z] debug: 	Attempted to add a forced loot location with Id: item_food_vine_quest [a90334da-af5e-4c5c-81a1-ffcfea0956cf] to map sandbox_high that already has that id in use, skipping
[2025-01-19T18:26:34.478Z] debug: 	Attempted to add a forced loot location with Id: item_barter_electr_hdd_meh_quest [0245d533-820b-4333-bb7d-8f4431293d8e] to map sandbox_high that already has that id in use, skipping
[2025-01-19T18:26:34.478Z] debug: 	Attempted to add a forced loot location with Id: item_food_vine_quest [a90334da-af5e-4c5c-81a1-ffcfea0956cf] to map sandbox_high that already has that id in use, skipping
[2025-01-19T18:26:34.479Z] debug: 	Attempted to add a forced loot location with Id: item_food_vine_quest [a90334da-af5e-4c5c-81a1-ffcfea0956cf] to map sandbox_high that already has that id in use, skipping
[2025-01-19T18:26:34.479Z] debug: 	Attempted to add a forced loot location with Id: item_food_vine_quest [a90334da-af5e-4c5c-81a1-ffcfea0956cf] to map sandbox_high that already has that id in use, skipping
[2025-01-19T18:26:34.479Z] debug: 	Attempted to add a forced loot location with Id: item_barter_electr_hdd_meh_quest [0245d533-820b-4333-bb7d-8f4431293d8e] to map sandbox_high that already has that id in use, skipping
[2025-01-19T18:26:34.479Z] debug: 	Attempted to add a forced loot location with Id: item_food_vine_quest [a90334da-af5e-4c5c-81a1-ffcfea0956cf] to map sandbox_high that already has that id in use, skipping
[2025-01-19T18:26:34.479Z] debug: 	Attempted to add a forced loot location with Id: kontr_crate1 [de4bd3c5-3105-44fc-8a3e-ba62309d3427] to map sandbox_high that already has that id in use, skipping
[2025-01-19T18:26:34.479Z] debug: 	Attempted to add a forced loot location with Id: kontr_crate2 [643d0c93-64c4-4cae-9895-a3ea9ca5d855] to map sandbox_high that already has that id in use, skipping
[2025-01-19T18:26:34.479Z] debug: 	Attempted to add a forced loot location with Id: kontr_crate2 [643d0c93-64c4-4cae-9895-a3ea9ca5d855] to map sandbox_high that already has that id in use, skipping
[2025-01-19T18:26:34.599Z] succ: 	Заспавнено 275 динамических предметов лута
[2025-01-19T18:26:34.600Z] succ: 	Локация Sandbox_high сгенерирована
[2025-01-19T18:26:44.620Z] debug: 	Saved 1 profiles, took: 10.71ms
[2025-01-19T18:26:46.227Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T18:26:47.097Z] debug: 	Failed placing item: 3 of: 4 items into: assault containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T18:26:48.812Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T18:26:48.841Z] debug: 	Plate filter was too restrictive for armor: item_equipment_rig_bagarii 628d0618d1ba6e4fa07ce5a4, unable to find plates of level: 3. Using mod items default plate
[2025-01-19T18:26:48.841Z] debug: 	Plate slot: Left_side_plate selection for armor: 628d0618d1ba6e4fa07ce5a4 failed: NO_DEFAULT_FILTER, skipping
[2025-01-19T18:26:48.942Z] debug: 	Scope whitelist too restrictive for: 5c46fbd72e2216398b5a8c9c weapon_izhmash_svd_s_762x54, skipping filter
[2025-01-19T18:26:49.014Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 6. Using mod items default plate
[2025-01-19T18:26:49.014Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 6. Using mod items default plate
[2025-01-19T18:26:49.047Z] debug: 	Failed placing item: 3 of: 4 items into: pmcbear containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T18:26:49.051Z] debug: 	Plate filter was too restrictive for armor: armor_gjel 5ab8e79e86f7742d8b372e78, unable to find plates of level: 4. Using mod items default plate
[2025-01-19T18:26:49.051Z] debug: 	Plate slot: Left_side_plate selection for armor: 5ab8e79e86f7742d8b372e78 failed: NO_DEFAULT_FILTER, skipping
[2025-01-19T18:26:49.053Z] debug: 	Scope whitelist too restrictive for: 57838ad32459774a17445cd2 weapon_tochmash_vss_9x39, skipping filter
[2025-01-19T18:26:49.080Z] debug: 	Failed placing item: 3 of: 4 items into: pmcusec containers: TacticalVest. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T18:26:49.080Z] debug: 	Failed placing item: 3 of: 4 items into: pmcusec containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T18:26:49.124Z] debug: 	Не удалось найти данные о калибре для оружия weapon_magnum_research_desert_eagle_mk19_127x33 с id 668fe5a998b5ad715703ddd6, возврат к стандартному боеприпасу: 668fe62ac62660a5d8071446
[2025-01-19T18:26:49.194Z] debug: 	Failed to add additional weapon 678d43e97030772e4803850b to bot backpack, reason: NO_SPACE
[2025-01-19T18:26:49.213Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_redut_t 5ca21c6986f77479963115a7, unable to find plates of level: 3. Using mod items default plate
[2025-01-19T18:26:49.218Z] debug: 	Failed placing item: 3 of: 4 items into: pmcusec containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T18:26:49.224Z] debug: 	Scope whitelist too restrictive for: 5d43021ca4b9362eab4b5e25 weapon_lone_star_tx15_designated_marksman_556x45, skipping filter
[2025-01-19T18:26:49.285Z] debug: 	Failed placing item: 3 of: 4 items into: pmcusec containers: Pockets. Tried: 4 times, reason: NO_SPACE, skipping
[2025-01-19T18:26:49.290Z] debug: 	Scope whitelist too restrictive for: 627e14b21713922ded6f2c15 weapon_accuracy_inernational_axmc_86x70, skipping filter
[2025-01-19T18:26:49.321Z] debug: 	Generated 45 assault (assault) easy bots
[2025-01-19T18:26:49.321Z] debug: 	Generated 45 assault (assault) normal bots
[2025-01-19T18:26:49.321Z] debug: 	Generated 30 marksman (marksman) easy bots
[2025-01-19T18:26:49.321Z] debug: 	Generated 30 marksman (marksman) normal bots
[2025-01-19T18:26:49.321Z] debug: 	Generated 5 bossKolontay (bossKolontay) normal bots
[2025-01-19T18:26:49.321Z] debug: 	Generated 10 followerKolontaySecurity (followerKolontaySecurity) normal bots
[2025-01-19T18:26:49.321Z] debug: 	Generated 10 sectantPriest (sectantPriest) normal bots
[2025-01-19T18:26:49.322Z] debug: 	Generated 10 sectantWarrior (sectantWarrior) normal bots
[2025-01-19T18:26:49.322Z] debug: 	Generated 15 pmcBEAR (pmcBEAR) normal bots
[2025-01-19T18:26:49.322Z] debug: 	Generated 15 pmcUSEC (pmcUSEC) normal bots
[2025-01-19T18:26:50.597Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\settings\bot\difficulties
[2025-01-19T18:26:51.088Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\settings\bot\difficulty\core\core
[2025-01-19T18:26:52.806Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\settings\bot\maxCap\Sandbox_high
[2025-01-19T18:26:54.822Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T18:26:54.823Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T18:26:54.823Z] info: 	[Запрос клиента] 26.92.57.200 \client\localGame\weather
[2025-01-19T18:26:54.824Z] info: 	[Запрос клиента] 26.92.57.200 \client\game\bot\generate
[2025-01-19T18:26:55.313Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\profile\info
[2025-01-19T18:26:55.315Z] info: 	[Запрос клиента] 26.92.57.200 \launcher\server\version
[2025-01-19T18:26:57.287Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\scav\traitorscavhostile
[2025-01-19T18:27:04.643Z] debug: 	Saved 1 profiles, took: 4.05ms
[2025-01-19T18:27:05.645Z] info: 	[Запрос клиента] 26.92.57.200 \singleplayer\settings\bot\getBotBehaviours\
